store_id,carrier_id,commodity,volume,outage_time,delivery_time,reported_via,notes,closing_notes,cause,user_id
,,UNL,0,00:00.0,40:00.0,email,"out 3.15 hours, no volume listed","Carrier error , no reason given from carrier  Time valid per dealer",2: Carrier Issues,
,,UNL,576,27:21.0,25:00.0,site,568/87 in route,no additional notes from the carrier,2: Carrier Issues,
,,DSL,463,02:00.0,07:00.0,site,554 diesel  site is receiving regular but no diesel??  I asked carrier to drop a compartment off tonight sometime.  Not sure what happened with this one,"Site called in outage at 6 pm.  According to ATG data, they pumped down to 463 gallons at 09:00 PM",2: Carrier Issues,
,,UNL,409,02:00.0,37:00.0,site,698 regular  eta 2-3 hours,NULL,2: Carrier Issues,
,,UNL,562,33:59.0,06:00.0,csr,"csr clld in out of reg/562 gallons, clld KAG and talked w/Chris eta approx 30 min, carrier running slightly behind",no additional notes from carrier,2: Carrier Issues,
,,UNL,147,24:45.0,08:00.0,csr,"csr clld in out of reg/4""=147 gallons, clld Kenan and talked w/Keith he has a driver going to load for site now no specific eta, per Keith Kenan day dispatch did no dispatch load for site out due to Kenan error",no additional notes from carrier.,2: Carrier Issues,
,,UNL,500,00:49.0,49:00.0,phone,site does not have ATG and no readings have been reported since 10/17/17..  called Kenan he will be sending a load out in 30 minutes on a driver coming in.. rc,no additional notes from carrier.,1: Bad Sticks,
,,UNL,1585,33:00.0,20:00.0,email,No volume reported for outage,"site advised us at 18:33pm delivery was needed he had  10,00 and 6,00 in the ground.  My driver arrived onsite at 20:15.  Time valid",3: Unpredictable Sales,
,,UNL,418,10:00.0,50:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,466,30:00.0,40:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,429,19:00.0,27:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,PNL,188,15:00.0,40:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,167,13:00.0,36:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,0,25:32.0,50:00.0,email,no volume given out of Unl eta 90 minutes,"Shell Keele was down and we were unable to load this product anywhere else until the product came back on line, dispatch notified Melanie Menezes  Time estimated",18: Terminal Issue,
,,DSL,689,06:00.0,18:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,414,15:00.0,20:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,425,01:39.0,30:00.0,phone,242 on the unl. carrier did not specify as to why,no additional notes from carrier,2: Carrier Issues,
,,UNL,579,20:00.0,14:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,303,50:00.0,56:00.0,ATG RVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,411,28:00.0,23:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,464,13:00.0,43:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,PNL,284,13:00.0,58:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,672,06:00.0,29:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,244,23:00.0,48:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,509,24:00.0,16:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,PNL,363,45:00.0,31:17.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,405,19:00.0,30:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,670,00:00.0,56:00.0,phone,706 unl. no reason stated as to why,no additional notes from the carrier,2: Carrier Issues,
,,PNL,784,22:58.0,11:00.0,csr,"csr clld in out of pnl/784 gallons, clld Solar and talked w/Cody eta approx 2.5 hrs, unknown reason for out at this time, no allocation issue.",no issues at Vernon reported.  Carrier error.,2: Carrier Issues,
,,UNL,922,17:41.0,31:00.0,csr,"csr clld in says has been out of reg since 8pm, site clld in approx 617pm (az) was given an eta of 1hr, i called Advantage and talked w/Jason he is not sure what happened possible delivery went to wrong site, he says all acct are up to date, no eta at this time  he is working on getting a load to site asap and w/reply to email sent for eta.",possible delivery went to wrong site  Time valid per ATG,2: Carrier Issues,
,,UNL,467,44:20.0,11:00.0,CSR,"csr clld in out of reg/467 gallons, clld Kenan the phone line has been busy, i emailed  for an eta , i talked w/another carrier and they advised that the Placid terminal has been down some time for gauging and unknown when this w/come back up.",no additional notes from the carrier.,6: Supply Disruption,
,,PNL,588,23:25.0,42:00.0,carrier,"Colton KM Exxon at terminal is down on the pnl gas, it is releasing the ethanol but no   gas PNL, driver to load out of orange for pnl",Colton Terminal was down and not able to load PNL.  Filled up at Orange and caused the outage.,6: Supply Disruption,
,,UNL,427,06:49.0,32:00.0,emailed,Water in the tank,"Tank 1 had an overfill back on October 10th.  When we got the call yesterday for all dispensers down, T1 showed 69” on tls, but was empty actually sticking the tank.  This tank ran dry from the overfill.  When our tech went ot check float, he must have knocked the floats off, didn’t realize it.    Time valid",8: Maintenance,
,,UNL,1782,45:22.0,18:00.0,emailed,Emailed from Melinie,"Carrier error, no response from carrier   Time valid per ATG",2: Carrier Issues,
,,DSL,361,27:31.0,04:00.0,site called,Carrier said driver is driving and should be on site in about 20mins,NULL,2: Carrier Issues,
,,UNL,644,26:13.0,44:00.0,site called in,Driver is abut 20 mins out..traffic issue.,Traffic issue in area truck stuck in traffic.,11: Site Inaccessible,
,,UNL,425,04:00.0,35:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,166,25:00.0,57:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,166,25:00.0,03:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,411,43:00.0,16:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,476,30:00.0,18:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,292,05:55.0,00:00.0,site called,"ETA from previous time should be correct and should be on site fairly shortly.  SITE HAS ATG AND 12,000G REGULAR TANK, NO NEED FOR THE SITE TO HAVE RUN OUT",NULL,2: Carrier Issues,
,,DSL,600,15:00.0,07:00.0,Voicemail,"Per Johnny W, DSL supply issues",NULL,6: Supply Disruption,
,,UNL,931,47:00.0,51:00.0,Call,called reporting outage. Driver ETA was 15 minutes.,no additional notes from carrier,2: Carrier Issues,
,,UNL,618,02:57.0,52:00.0,phone,671 on the unl. short drivers,NULL,6: Supply Disruption,
,,UNL,611,14:00.0,11:00.0,ATG PORTAL,NULL, Tank cuts off at 324 gallons,6: Supply Disruption,
,,DSL,170,00:00.0,29:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,470,04:00.0,58:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,354,20:00.0,32:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,361,24:00.0,30:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,383,23:00.0,54:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,607,04:30.0,15:00.0,phone,unl is 2300 ltrs in each tank. no phone number provided for liftlock,unl is 2300 ltrs in each tank. Accident on Highway delayed delivery.  Time valid per Liftlock,12: Act of Nature,
,,UNL,435,03:43.0,37:00.0,sit,458/87  no answer left message and sent email,no additional notes from carrier,2: Carrier Issues,
,,UNL,519,11:09.0,10:00.0,site,520/87 carrier said they would get some one it shortly but no eta,NULL,6: Supply Disruption,
,,UNL,841,15:38.0,16:00.0,site,841/87  in route per TMW,"Carrier error, no reason given",2: Carrier Issues,
,,UNL,978,18:34.0,09:00.0,site,985/87 eta   1 hour  Motiva had a mechanical issue,Motiva had a mechanical issue,18: Terminal Issue,
,,UNL,574,48:08.0,08:00.0,phone,626 on the unl no reason provided.,"Carrier error, no reason given",2: Carrier Issues,
,,UNL,532,14:13.0,27:00.0,phone,unl is 532. due to accident on hwy,Accident delayed truck.  Time valid per ATG,11: Site Inaccessible,
,,UNL,577,05:00.0,05:00.0,manager,576/87  driver is on site,dispatch error,2: Carrier Issues,
,,UNL,651,18:41.0,00:00.0,site,"763 regular  651/eta 1 1/2 no reason know possibly terminal delays per night crew  Site has 20,000g regular tank, 12,000g pnl tank and ATG",NULL,2: Carrier Issues,
,,UNL,536,11:00.0,55:00.0,phone,unl is 639. carrier did not provide as to why,Appears unit shut down sales when low level alarms went off.    Tank will sell down to 546 gallons.,15: Unnecessary Shut Down,
,,UNL,471,21:00.0,42:00.0,phone,unl is 623. lightning took the terminal downsales went up 54%,NULL,6: Supply Disruption,
,,UNL,500,18:30.0,18:30.0,csr,"csr clld in out of reg/500 gallons, clld TTE and talked w/Dorothy Houston has had a lot of rain and storming terminal has been up and down due to lightening causing delays",THIS IS A DUPLICATE OUTAGE PUT IN BY TWO SEPARATE EMPLOYEES.,6: Supply Disruption,
,,UNL,279,48:41.0,07:00.0,phone,unl is at 280. no reason as to why,CARRIER could not provide  reason,2: Carrier Issues,
,,UNL,389,30:29.0,10:00.0,manager,401/87  carrier couldn't locate the load but said they would get something out to them tonight,Carrier didn't have load planned.,2: Carrier Issues,
,,UNL,1255,32:30.0,02:00.0,site,1200/87  received at 9:15 pm NPT never answers so not sure why they were out,1200/87  received at 9:15 pm NPT never answers so not sure why they were out  Time valid,2: Carrier Issues,
,,UNL,631,32:00.0,47:00.0,CSR,"csr clld in out of reg/646 gallons, clld Coastal and talked w/Dorothy site out due to weather conditions, lightening and rain had  shut down terminal.",NULL,6: Supply Disruption,
,,UNL,411,15:00.0,36:00.0,site,402/87 carrier said they will try to get a hold of a driver to load it.,NULL,6: Supply Disruption,
,,UNL,482,30:00.0,49:00.0,phone,483/unl.. called kenan eta 2 hrs. carrier was having allocation issues earlier during the day which backed up the drivers.. rc,no additional notes from carrier,6: Supply Disruption,
,,DSL,343,59:00.0,35:00.0,phone,409/DSL... travis/night dispatcher is building a load and will be trying to split it with another site asap.. load was not dispatched during day shift....rc,Load not dispatched by day dispatcher.   Time valid per ATG,5: Dispatcher Decision,
,,UNL,717,48:00.0,05:00.0,phone,"797. called fl rock eta 1.5 hrs, driver at the rack loading, unknown reason on why load was not taken at an earlier time.. rc",carrier did not provide a good enough reason.,2: Carrier Issues,
,,UNL,623,44:22.0,18:00.0,csr,"csr clld in out of reg/623 gallons, clld Coastal and talked w/Stephanie eta approx 2.5 hrs  per Stephanie out due to increase sales due to hurricane still.?",NULL,6: Supply Disruption,
,,UNL,443,21:46.0,32:00.0,csr,"csr clld in out of reg 443/657 gallons, clld Coastal and talked w/Stephanie eta approx 1 hr  out due to not enough drivers, still working  off hurricane sales increase",NULL,6: Supply Disruption,
,,UNL,623,30:00.0,53:00.0,site called,Driver left terminal and should be on site in about 30mins,NULL,6: Supply Disruption,
,,UNL,320,34:00.0,34:00.0,manager,320/87  eta 5:30 - 6pm driver is on way to load - they said not behind.,Carrier is short on Drivers,2: Carrier Issues,
,,UNL,298,18:00.0,23:00.0,site,312/87  eta 1 1/2 hours,NULL,6: Supply Disruption,
,,UNL,637,50:29.0,54:00.0,SITE,637/87  ETA 1 1/2 HOURS,Run out window 4PM,2: Carrier Issues,
,,PNL,440,58:46.0,30:00.0,site,440/premium eta 9:30pm   site has ATG,NULL,2: Carrier Issues,
,,UNL,608,45:33.0,25:00.0,phone,609/unl.. called coastal eta - driver should have already been there .. rc,carrier missed runout window and missed ETA given.,2: Carrier Issues,
,,UNL,1147,20:32.0,22:00.0,site called,"16inches unl; Carrier did not have this planned, will begin to work on this. Driver should be on site in 2-3hrs.",NULL,2: Carrier Issues,
,,UNL,261,50:00.0,30:00.0,email,"unleaded 261, premium 1293, middle 183","bad readings from site, carrier not informed in a timely manner.  Time valid per HOC",1: Bad Sticks,
,,UNL,663,54:00.0,08:29.0,email,Regular #1 TC 2513  Regular #2 TC 2578,The issues have been with low supply in our area which has resulted in burned up truck time looking for product or rerouting to longer terminals. The volume has also been busy which is weird for this time of year.,6: Supply Disruption,
,,UNL,1196,28:35.0,07:00.0,site called,"Carrier stated refinery is down, driver should be loaded in 30 mins and then be on site in 1hr 30mins.",no additional notes from carrier,6: Supply Disruption,
,,UNL,468,42:20.0,32:00.0,site called,"Site stopped pumping. Carrier stated the driver is on his way, eta 1hr-1hr 30mins.",no additional notes from carrier,2: Carrier Issues,
,,UNL,783,50:00.0,20:00.0,email,"out at 3:50 pm, 2964 liters","Delays resulting from the Shell Keele closure, drivers were in line ups adding significant time to loading which resulted in delays in subsequent loads, the premium and deisel was high in volume, so we preferred to wait a little to dispatch a full load, and unfortunately we do not have any close by sites that load in Toronto to make a split load  Time valid",18: Terminal Issue,
,,UNL,656,33:00.0,56:00.0,email,"52544  in kingston. We are out of regular gas and we selling supreme gas at the price of regular gas. According to gas distribution center Ottawa, they have something wrong and they will send the gas delivery in mid night or tomorrow morning.","According to gas distribution center Ottawa, they have something wrong and they will send the gas delivery in mid night or tomorrow morning.  Time valid per ATG",6: Supply Disruption,
,,UNL,897,26:16.0,15:00.0,email,"u - 899, eta email sent. ETA >30 minutes per Keith.",driver broke down 1 mile from site per Keith  Time valid,2: Carrier Issues,
,,UNL,770,00:00.0,00:00.0,phone,770 on the unl. no reason was provided,TMW window showed run out at 1 PM,2: Carrier Issues,
,,UNL,677,05:00.0,52:00.0,site,unl was at 2857 litres  unl was  2566 litres,This load was dispatched on a night driver who did not turn in to work and did not notify us he wouldn’t be in for work.  We found out the next morning when checking dips that this had not been done and dispatched first available driver  Time valid per ATG,2: Carrier Issues,
,,UNL,330,01:00.0,54:00.0,phone,site is at 790. rack is down well half of it,NULL,6: Supply Disruption,
,,DSL,546,07:00.0,52:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,337,03:00.0,38:00.0,ATG PORTAL,NULL,NULL,19: Planned Maintenance/Construction,
,,UNL,483,19:00.0,41:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,371,06:00.0,32:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,405,23:00.0,45:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,886,00:00.0,40:00.0,Phone,Site had already called for an ETA earlier... No reason given for runnout,Human error per Robert S. and Eagle.,2: Carrier Issues,
,,UNL,471,15:00.0,43:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,456,34:00.0,51:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,409,22:00.0,32:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,303,23:00.0,38:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,345,09:00.0,19:00.0,STG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,445,18:00.0,30:00.0,STG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,448,01:00.0,53:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,456,08:00.0,19:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,432,29:00.0,00:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,492,19:00.0,27:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,444,06:00.0,01:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,509,24:00.0,10:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,510,03:00.0,32:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,492,27:00.0,33:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,494,02:00.0,40:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,PNL,270,45:00.0,01:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,584,08:00.0,56:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,359,06:00.0,43:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,379,06:00.0,37:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,381,03:00.0,38:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,403,03:00.0,16:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,554,08:00.0,00:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,304,06:00.0,56:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,392,10:00.0,36:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,398,09:00.0,32:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,292,00:00.0,08:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,457,23:00.0,59:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,476,48:00.0,23:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,360,13:00.0,29:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,298,09:00.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,341,04:00.0,55:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,1063,37:00.0,44:00.0,email,4024 liters,The issues have been with low supply in our area which has resulted in burned up truck time looking for product or rerouting to longer terminals. The volume has also been busy which is weird for this time of year.  Time valid per ATG,6: Supply Disruption,
,,PNL,600,16:29.0,33:00.0,site called in,Carrier stated the driver should be there by 6:30pm at the latest.,Carrier the driver fell behind.,2: Carrier Issues,
,,UNL,729,57:24.0,13:00.0,phone,700 on unl no reason provided,"Carrier error, no reason given  Time valid",2: Carrier Issues,
,,UNL,339,11:00.0,48:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,378,18:00.0,36:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,575,12:00.0,46:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,416,10:00.0,44:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,448,04:00.0,25:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,600,30:00.0,15:00.0,MM,Carrier does not have enough drivers.,NULL,2: Carrier Issues,
,,UNL,579,29:00.0,55:00.0,phone call,UNL down to 579,NULL,2: Carrier Issues,
,,UNL,543,07:00.0,50:00.0,site,641/87 eta 2 hours,NULL,2: Carrier Issues,
,,UNL,134,49:40.0,11:00.0,phone,unl 134  in one tank and the other is 1345 carrier did not provide a reason,Terminal MAP marrieta out of fuel until 10/26  Time valid per ATG,6: Supply Disruption,
,,UNL,454,21:00.0,24:00.0,site,no allocation until after midnight - loads scheduled to go early am,NULL,6: Supply Disruption,
,,UNL,359,25:00.0,04:00.0,site called in,Site stopped pumping; Carrier stated the driver should be there by noon.,NULL,2: Carrier Issues,
,,UNL,1315,15:00.0,08:00.0,email,no volume given. still out 10/24 7:30 AM,"Eastern Ontario product issues as the pipeline throughput from Quebec to Eastern Ontario has been reduced to 70%, therefore strict allocations are in place as well as terminals running out of product until the next pipeline shipment.  Time valid per ATG",20: Allocation,
